Tempering_time_(s) Tempering_temperature_(ºC) C(%wt) Mn(%wt) P(%wt) S(%wt) Si(%wt) Ni(%wt) Cr(%wt) Mo(%wt) V(%wt) Al(%wt) Cu(%wt) Final_hardness_(HRC)_post_tempering
86400 593.3 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 27.5
86400 648.9 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 16.5
86400 704.4 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 7.0
600 204.4 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 61.5
600 260 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 58.5
600 315.6 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 55.0
600 371.1 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 52.0
600 426.7 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 49.0
600 482.2 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 44.9
600 537.8 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 41.6
600 593.3 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 37.5
600 648.9 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 33.5
600 704.4 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 28.0
3600 204.4 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 59.5
3600 260 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 57.0
3600 315.6 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 53.5
3600 371.1 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 50.5
3600 426.7 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 47.0
3600 482.2 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 43.5
3600 537.8 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 39.5
3600 593.3 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 35.2
3600 648.9 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 29.5
3600 704.4 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 21.2
14400 204.4 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 58.7
14400 260 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 56.0
14400 315.6 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 52.7
14400 371.1 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 49.5
14400 426.7 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 45.7
14400 482.2 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 42.0
14400 537.8 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 37.5
14400 593.3 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 32.5
14400 648.9 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 25.0
14400 704.4 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 17.0
86400 204.4 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 58.5
86400 260 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 55.5
86400 315.6 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 52.0
86400 371.1 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 47.5
86400 426.7 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 44.5
86400 482.2 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 40.5
86400 537.8 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 36.5
86400 593.3 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 27.7
86400 648.9 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 19.0
86400 704.4 0.68 0.87 0.024 0.029 0.26 0.01 0.03 0.24 0 0 0 12.0
10 100 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 59.5
10 150 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 60.3
10 200 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 58.5
10 250 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 56.7
10 300 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 56.2
10 400 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 55.5
10 500 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 49.6
10 600 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 45.9
10 700 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 43.2
40 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 47.7
40 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 42.7
40 593.3 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 39.4
40 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 35.0
90 100 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 58.8
90 150 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 58.6
90 200 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 58.2
90 250 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 57.2
90 400 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 54.6
120 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 46.9
120 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 41.4
120 593.3 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 38.0
120 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 34.1
300 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 46.3
300 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 40.3
300 593.3 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 36.3
300 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 33.8
900 100 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 59.2
900 150 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 56.3
900 200 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 58.0
900 250 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 54.0
900 300 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 50.5
900 400 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 50.3
900 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 45.3
900 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 39.3
900 593.3 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 34.6
900 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 31.6
3600 204.4 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 54.4
3600 250 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 50.9
3600 260 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 51.1
3600 300 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 49.2
3600 315.6 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 48.7
3600 371.1 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 48.0
3600 400 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 43.6
3600 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 45.0
3600 482.2 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 41.1
3600 500 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 38.3
3600 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 38.2
3600 593.3 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 35.4
3600 600 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 33.3
3600 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 31.2
3600 700 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 20.9
7200 204.4 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 54.2
7200 315.6 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 48.3
7200 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 44.0
7200 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 36.3
7200 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 27.8
9000 100 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 58.5
9000 150 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 52.7
9000 200 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 52.2
9000 250 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 50.0
9000 300 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 48.1
9000 400 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 43.1
9000 500 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 37.1
9000 600 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 29.9
9000 700 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 19.4
14400 204.4 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 53.4
14400 315.6 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 48.9
14400 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 43.8
14400 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 36.0
14400 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 26.2
28800 204.4 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 52.9
28800 315.6 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 49.2
28800 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 43.5
28800 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 35.2
28800 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 24.7
57600 204.4 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 53.0
57600 315.6 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 49.5
57600 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 42.7
57600 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 34.7
57600 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 23.3
86400 100 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 58.5
86400 150 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 51.4
86400 200 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 50.4
86400 250 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 49.7
86400 300 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 44.6
86400 400 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 40.9
86400 600 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 28.1
86400 700 0.41 0.88 0.016 0.018 0.23 0 1.02 0.22 0 0 0 15.9
115200 204.4 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 52.6
115200 315.6 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 49.1
115200 426.7 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 42.7
115200 537.8 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 34.1
115200 648.9 0.37 0.77 0.019 0.026 0.15 0.04 0.98 0.21 0 0 0 21.2
10 100 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 56.9
10 150 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 55.4
10 200 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 55.8
10 250 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 54.9
10 300 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 53.9
10 400 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 54.4
10 500 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 45.2
10 600 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 44.1
10 700 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 35.1
40 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 49.0
40 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 44.0
40 593.3 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 40.9
40 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 38.6
90 100 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 55.9
90 150 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 55.2
90 200 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 55.4
90 250 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 54.5
90 300 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 50.0
90 400 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 48.0
90 500 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 45.0
90 600 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 37.7
90 700 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 33.6
120 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 47.6
120 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 43.9
120 593.3 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 42.1
120 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 37.4
300 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 46.9
300 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 43.6
300 593.3 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 40.0
300 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 35.6
900 100 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 55.4
900 150 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 56.1
900 200 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 55.2
900 250 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 52.8
900 300 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 49.8
900 400 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 46.0
900 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 45.3
900 500 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 38.1
900 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 41.3
900 593.3 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 39.7
900 600 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 33.6
900 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 34.5
900 700 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 33.2
3600 204.4 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 54.9
3600 250 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 50.5
3600 260 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 52.0
3600 300 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 48.1
3600 315.6 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 49.4
3600 371.1 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 48.7
3600 400 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 43.8
3600 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 45.7
3600 482.2 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 42.9
3600 500 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 37.5
3600 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 39.8
3600 593.3 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 37.4
3600 600 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 31.9
3600 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 32.6
3600 700 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 20.3
7200 204.4 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 54.5
7200 315.6 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 49.7
7200 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 45.0
7200 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 39.2
7200 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 25.3
9000 100 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 55.3
9000 150 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 52.1
9000 200 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 50.5
9000 250 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 47.5
9000 300 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 45.6
9000 400 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 41.2
9000 500 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 35.8
9000 600 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 23.2
9000 700 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 15.9
14400 204.4 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 53.9
14400 315.6 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 49.3
14400 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 44.6
14400 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 38.5
14400 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 23.6
28800 204.4 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 53.7
28800 315.6 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 49.6
28800 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 44.3
28800 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 38.5
28800 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 21.9
57600 204.4 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 53.3
57600 315.6 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 49.5
57600 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 44.1
57600 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 37.9
57600 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 19.4
86400 100 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 54.9
86400 150 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 51.0
86400 200 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 46.5
86400 250 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 45.0
86400 300 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 44.2
86400 400 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 37.1
86400 500 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 34.8
86400 600 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 21.3
86400 700 0.39 0.75 0.019 0.016 0.26 1.74 0.79 0.26 0 0 0 13.5
115200 204.4 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 53.2
115200 315.6 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 49.3
115200 426.7 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 44.4
115200 537.8 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 36.7
115200 648.9 0.42 0.78 0.018 0.027 0.24 1.79 0.8 0.33 0 0 0 17.7
40 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 45.2
40 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 39.2
40 593.3 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 36.7
40 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 33.5
120 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 43.3
120 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 39.0
120 593.3 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 35.8
120 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 32.9
300 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 42.5
300 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 38.5
300 593.3 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 34.2
300 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 30.7
900 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 42.3
900 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 37.1
900 593.3 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 33.9
900 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 28.8
3600 204.4 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 52.1
3600 260 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 49.9
3600 315.6 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 47.2
3600 371.1 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 44.3
3600 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 40.7
3600 482.2 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 37.4
3600 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 33.6
3600 593.3 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 31.2
3600 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 24.9
7200 204.4 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 51.8
7200 315.6 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 46.5
7200 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 39.7
7200 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 33.0
7200 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 21.6
14400 204.4 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 51.4
14400 315.6 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 46.2
14400 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 39.5
14400 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 32.7
14400 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 20.9
28800 204.4 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 51.4
28800 315.6 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 45.7
28800 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 38.9
28800 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 32.2
28800 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 18.9
57600 204.4 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 51.1
57600 315.6 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 45.9
57600 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 38.7
57600 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 31.6
57600 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 17.1
115200 204.4 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 50.6
115200 315.6 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 45.4
115200 426.7 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 38.6
115200 537.8 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 30.9
115200 648.9 0.36  0.63 0.018 0.021 0.19 1.84 0.06 0.23 0 0 0 15.9
40 426.7 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 48.2
40 537.8 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 42.3
40 593.3 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 39.7
40 648.9 0.42 0.68 0.026 0.032 0.16 0.07 0.93 0 0 0 0 35.4
