Tempering_time_(s) Tempering_temperature_(ºC) C(%wt) Mn(%wt) P(%wt) S(%wt) Si(%wt) Ni(%wt) Cr(%wt) Mo(%wt) V(%wt) Al(%wt) Cu(%wt) Final_hardness_(HRC)_post_tempering
3600 648.9  0.67 0.87 0.023 0.018 0.17 0.02 0.04 0 0 0 0 23.4
3600 704.4  0.67 0.87 0.023 0.018 0.17 0.02 0.04 0 0 0 0 16.7
3600 204.4 0.65 0.87 0.04 0.042 0.19 0 0 0 0 0 0 59.2
3600 260 0.65 0.87 0.04 0.042 0.19 0 0 0 0 0 0 56.5
3600 315.6 0.65 0.87 0.04 0.042 0.19 0 0 0 0 0 0 53.5
3600 371.1 0.65 0.87 0.04 0.042 0.19 0 0 0 0 0 0 50.0
3600 426.7 0.65 0.87 0.04 0.042 0.19 0 0 0 0 0 0 45.0
3600 482.2 0.65 0.87 0.04 0.042 0.19 0 0 0 0 0 0 41.5
3600 537.8 0.65 0.87 0.04 0.042 0.19 0 0 0 0 0 0 36.5
3600 593.3 0.65 0.87 0.04 0.042 0.19 0 0 0 0 0 0 31.2
3600 648.9 0.65 0.87 0.04 0.042 0.19 0 0 0 0 0 0 25.8
600 204.4 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 62.7
600 315.6 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 57.6
600 426.7 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 50.0
600 537.8 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 42.0
3600 204.4 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 61.3
3600 260 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 59.5
3600 315.6 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 56.7
3600 371.1 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 51.0
3600 426.7 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 47.0
3600 482.2 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 43.2
3600 537.8 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 38.8
3600 593.3 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 32.5
3600 648.9 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 27.0
86400 204.4 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 60.0
86400 315.6 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 53.5
86400 426.7 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 43.8
86400 537.8 0.82 0.75 0.054 0.055 0.3 0 0 0 0 0 0 32.0
40 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 44.9
40 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 38.0
40 593.3 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 34.7
40 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 30.9
120 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 43.2
120 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 36.1
120 593.3 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 33.0
120 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 29.6
300 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 42.6
300 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 34.8
300 593.3 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 32.8
300 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 28.1
900 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 39.9
900 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 33.5
900 593.3 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 29.8
900 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 25.5
3600 204.4 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 51.6
3600 260 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 48.6
3600 315.6 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 46.8
3600 371.1 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 44.4
3600 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 39.1
3600 482.2 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 34.3
3600 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 30.4
3600 593.3 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 27.1
3600 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 21.8
7200 204.4 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 51.2
7200 315.6 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 46.4
7200 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 37.9
7200 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 28.8
7200 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 18.5
14400 204.4 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 50.8
14400 315.6 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 46.3
14400 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 37.4
14400 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 27.7
14400 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 16.7
28800 204.4 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 50.5
28800 315.6 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 46.5
28800 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 37.3
28800 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 26.7
28800 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 14.8
57600 204.4 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 50.7
57600 315.6 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 46.7
57600 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 36.8
57600 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 25.5
57600 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 13.1
115200 204.4 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 50.3
115200 315.6 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 46.5
115200 426.7 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 36.4
115200 537.8 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 24.2
115200 648.9 0.35 1.85 0.02 0.026 0.19 0.01 0.03 0 0 0 0 12.4
40 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 43.7
40 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 37.0
40 593.3 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 33.6
40 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 30.7
120 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 41.6
120 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 34.7
120 593.3 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 32.3
120 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 27.4
300 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 40.0
300 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 32.8
300 593.3 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 30.2
300 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 26.5
900 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 39.3
900 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 31.6
900 593.3 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 27.6
900 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 24.2
3600 204.4 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 51.9
3600 260 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 49.7
3600 315.6 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 47.0
3600 371.1 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 42.7
3600 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 37.5
3600 482.2 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 33.6
3600 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 30.2
3600 593.3 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 25.6
3600 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 20.5
7200 204.4 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 52.1
7200 315.6 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 46.1
7200 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 36.8
7200 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 27.6
7200 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 18.1
14400 204.4 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 51.7
14400 315.6 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 45.5
14400 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 35.7
14400 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 26.1
14400 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 17.1
28800 204.4 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 51.9
28800 315.6 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 45.2
28800 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 35.6
28800 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 24.9
28800 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 16.1
57600 204.4 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 51.7
57600 315.6 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 44.9
57600 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 35.4
57600 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 24.1
57600 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 15.0
115200 204.4 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 51.3
115200 315.6 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 44.4
115200 426.7 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 34.5
115200 537.8 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 22.9
115200 648.9 0.37 0.68 0.014 0.021 0.21 3.41 0.05 0 0 0 0 13.7
40 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 44.7
40 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 38.7
40 593.3 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 35.1
40 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 31.7
120 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 44.2
120 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 37.5
120 593.3 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 33.6
120 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 30.0
300 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 43.0
300 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 35.8
300 593.3 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 31.4
300 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 28.7
900 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 41.9
900 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 34.1
900 593.3 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 30.2
900 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 26.4
3600 204.4 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 52.1
3600 260 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 49.5
3600 315.6 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 47.7
3600 371.1 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 44.9
3600 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 40.7
3600 482.2 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 35.8
3600 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 31.4
3600 593.3 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 27.8
3600 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 24.7
7200 204.4 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 52.0
7200 315.6 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 46.6
7200 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 38.8
7200 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 29.9
7200 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 22.1
14400 204.4 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 51.5
14400 315.6 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 46.9
14400 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 38.5
14400 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 28.4
14400 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 20.7
28800 204.4 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 50.5
28800 315.6 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 46.2
28800 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 37.5
28800 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 27.4
28800 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 18.7
57600 204.4 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 50.4
57600 315.6 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 46.5
57600 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 37.2
57600 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 26.4
57600 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 16.1
115200 204.4 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 50.7
115200 315.6 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 46.3
115200 426.7 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 36.3
115200 537.8 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 25.2
115200 648.9 0.38 0.72 0.019 0.033 0.21 1.32 0.49 0 0 0 0 14.6
600 204.4 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 50.3
600 260 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 46.4
600 315.6 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 43.0
600 371.1 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 40.7
600 426.7 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 38.0
600 482.2 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 34.8
600 537.8 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 31.5
600 593.3 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 28.6
600 648.9 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 25.0
600 704.4 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 20.5
3600 204.4 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 49.0
3600 260 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 45.5
3600 315.6 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 42.5
3600 371.1 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 39.7
3600 426.7 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 35.9
3600 482.2 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 32.5
3600 537.8 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 29.7
3600 593.3 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 27.0
3600 648.9 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 22.0
3600 704.4 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 15.5
14400 204.4 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 47.4
14400 260 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 45.0
14400 315.6 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 41.5
14400 371.1 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 38.7
14400 426.7 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 35.0
14400 482.2 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 32.0
14400 537.8 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 29.1
14400 593.3 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 25.0
14400 648.9 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 19.0
14400 704.4 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 12.0
86400 204.4 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 46.0
86400 260 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 44.2
86400 315.6 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 40.7
86400 371.1 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 37.5
86400 426.7 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 34.1
86400 482.2 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 31.0
86400 537.8 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 28.1
86400 593.3 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 23.0
86400 648.9 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 15.5
86400 704.4 0.26 0.87 0.015 0.03 0.29 0.03 0.06 0.26 0 0 0 6.0
600 204.4 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 52.6
600 260 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 51.0
600 315.6 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 47.6
600 371.1 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 45.0
600 426.7 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 42.0
600 482.2 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 38.5
600 537.8 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 35.6
600 593.3 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 32.7
600 648.9 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 28.5
600 704.4 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 23.0
3600 204.4 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 51.6
3600 260 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 49.0
3600 315.6 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 47.0
3600 371.1 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 43.9
3600 426.7 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 40.5
3600 482.2 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 37.0
3600 537.8 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 34.0
3600 593.3 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 31.0
3600 648.9 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 25.0
3600 704.4 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 18.0
14400 204.4 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 51.5
14400 260 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 48.1
14400 315.6 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 45.7
14400 371.1 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 42.9
14400 426.7 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 39.5
14400 482.2 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 36.1
14400 537.8 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 32.5
14400 593.3 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 29.5
14400 648.9 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 22.2
14400 704.4 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 13.5
86400 204.4 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 50.7
86400 260 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 47.7
86400 315.6 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 45.2
86400 371.1 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 41.5
86400 426.7 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 38.5
86400 482.2 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 35.0
86400 537.8 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 31.5
86400 593.3 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 26.0
86400 648.9 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 17.2
86400 704.4 0.35 0.8 0.022 0.028 0.24 0.06 0.06 0.25 0 0 0 9.5
600 204.4 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 57.5
600 260 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 53.9
600 315.6 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 50.7
600 371.1 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 48.0
600 426.7 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 45.0
600 482.2 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 41.6
600 537.8 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 39.0
600 593.3 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 34.6
600 648.9 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 29.5
600 704.4 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 25.0
3600 204.4 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 55.5
3600 260 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 51.5
3600 315.6 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 49.5
3600 371.1 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 46.5
3600 426.7 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 43.2
3600 482.2 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 40.0
3600 537.8 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 36.5
3600 593.3 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 33.0
3600 648.9 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 26.2
3600 704.4 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 19.5
14400 204.4 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 55.0
14400 260 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 50.9
14400 315.6 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 48.0
14400 371.1 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 46.0
14400 426.7 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 42.5
14400 482.2 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 39.0
14400 537.8 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 35.5
14400 593.3 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 31.0
14400 648.9 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 22.5
14400 704.4 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 14.0
86400 204.4 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 53.5
86400 260 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 50.2
86400 315.6 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 47.5
86400 371.1 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 44.5
86400 426.7 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 41.5
86400 482.2 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 38.0
86400 537.8 0.48 0.94 0.015 0.03 0.16 0.04 0.03 0.25 0 0 0 34.4
