0,1.04e+02
0.0050000000000000001,1.34e+02
0.01,1.38e+02
0.014999999999999999,1.38e+02
0.02,1.51e+02
0.024899999999999999,1.61e+02
0.029899999999999999,1.68e+02
0.0349,1.72e+02
0.039899999999999998,1.74e+02
0.046399999999999997,1.76e+02
0.0499,1.76e+02
0.054899999999999997,1.76e+02
0.059799999999999999,1.80e+02
0.066299999999999998,1.83e+02
0.069800000000000001,1.84e+02
0.074800000000000005,1.88e+02
0.079799999999999996,1.90e+02
0.084699999999999998,1.92e+02
0.089700000000000002,1.97e+02
0.094700000000000006,2.03e+02
0.1012,2.14e+02
0.1046,2.29e+02
0.1095,2.64e+02
0.1145,3.08e+02
0.1195,3.71e+02
0.1244,4.64e+02
0.12939999999999999,5.82e+02
0.1358,7.58e+02
0.13930000000000001,8.35e+02
0.1444,9.34e+02
0.14929999999999999,8.85e+02
0.15570000000000001,1.01e+03
0.15920000000000001,1.16e+03
0.1656,1.42e+03
0.1691,1.58e+03
0.1741,1.79e+03
0.17899999999999999,2.02e+03
0.18390000000000001,2.25e+03
0.19040000000000001,2.61e+03
0.1938,2.63e+03
0.1988,2.77e+03
0.20369999999999999,3.00e+03
0.2087,3.21e+03
0.2137,3.37e+03
0.21859999999999999,3.48e+03
0.22359999999999999,3.60e+03
0.22850000000000001,3.73e+03
0.2334,3.88e+03
0.2399,4.09e+03
0.24329999999999999,4.19e+03
0.2482,4.36e+03
0.25469999999999998,4.59e+03
0.2581,4.73e+03
0.26300000000000001,4.92e+03
0.26790000000000003,5.11e+03
0.27289999999999998,5.30e+03
0.27779999999999999,5.51e+03
0.28270000000000001,5.74e+03
0.28760000000000002,6.24e+03
0.29260000000000003,6.48e+03
0.29749999999999999,6.80e+03
0.3024,7.12e+03
0.30730000000000002,7.35e+03
0.31219999999999998,7.59e+03
0.31719999999999998,7.91e+03
0.3221,8.17e+03
0.32700000000000001,8.48e+03
0.33339999999999997,8.92e+03
0.33679999999999999,9.14e+03
0.34160000000000001,9.48e+03
0.34649999999999997,9.82e+03
0.35149999999999998,1.02e+04
0.35630000000000001,1.05e+04
0.36120000000000002,1.09e+04
0.36759999999999998,1.14e+04
0.371,1.16e+04
0.37580000000000002,1.20e+04
0.38069999999999998,1.23e+04
0.3856,1.27e+04
0.39050000000000001,1.31e+04
0.39539999999999997,1.34e+04
0.40029999999999999,1.38e+04
0.40510000000000002,1.42e+04
0.40999999999999998,1.46e+04
0.4148,1.50e+04
0.41970000000000002,1.53e+04
0.42459999999999998,1.57e+04
0.42949999999999999,1.61e+04
0.43440000000000001,1.65e+04
0.44090000000000001,1.70e+04
0.44419999999999998,1.73e+04
0.44919999999999999,1.76e+04
0.4541,1.80e+04
0.45910000000000001,1.85e+04
0.46400000000000002,1.88e+04
0.46899999999999997,1.92e+04
0.47389999999999999,1.96e+04
0.47889999999999999,2.00e+04
0.48380000000000001,2.04e+04
0.48880000000000001,2.07e+04
0.49370000000000003,2.11e+04
0.49869999999999998,2.15e+04
0.50360000000000005,2.19e+04
0.50860000000000005,2.22e+04
0.51359999999999995,2.26e+04
0.51849999999999996,2.30e+04
0.52349999999999997,2.33e+04
0.52839999999999998,2.37e+04
0.53339999999999999,2.40e+04
0.53839999999999999,2.44e+04
0.54330000000000001,2.47e+04
0.54830000000000001,2.51e+04
0.55330000000000001,2.54e+04
0.55830000000000002,2.57e+04
0.56330000000000002,2.60e+04
0.56989999999999996,2.66e+04
0.57330000000000003,2.67e+04
0.57820000000000005,2.70e+04
0.58330000000000004,2.74e+04
0.58819999999999995,2.77e+04
0.59319999999999995,2.80e+04
0.59819999999999995,2.83e+04
0.60319999999999996,2.85e+04
0.60819999999999996,2.88e+04
0.61319999999999997,2.90e+04
0.61819999999999997,2.92e+04
0.62319999999999998,2.94e+04
0.62819999999999998,2.97e+04
0.63319999999999999,2.99e+04
0.63819999999999999,3.01e+04
0.64319999999999999,3.03e+04
0.6482,3.06e+04
0.6532,3.08e+04
0.65820000000000001,3.10e+04
0.66320000000000001,3.12e+04
0.66820000000000002,3.13e+04
0.67320000000000002,3.15e+04
0.67820000000000003,3.17e+04
0.68320000000000003,3.19e+04
0.68820000000000003,3.20e+04
0.69499999999999995,3.22e+04
0.69820000000000004,3.23e+04
0.70320000000000005,3.25e+04
0.70820000000000005,3.26e+04
0.71319999999999995,3.28e+04
0.71819999999999995,3.29e+04
0.72319999999999995,3.30e+04
0.72809999999999997,3.32e+04
0.73309999999999997,3.33e+04
0.73809999999999998,3.34e+04
0.74299999999999999,3.35e+04
0.748,3.37e+04
0.75290000000000001,3.38e+04
0.75790000000000002,3.39e+04
0.76280000000000003,3.40e+04
0.76780000000000004,3.41e+04
0.77270000000000005,3.42e+04
0.77769999999999995,3.43e+04
0.78269999999999995,3.44e+04
0.78759999999999997,3.45e+04
0.79259999999999997,3.46e+04
0.79759999999999998,3.47e+04
0.80259999999999998,3.48e+04
0.80759999999999998,3.49e+04
0.81259999999999999,3.50e+04
0.81759999999999999,3.51e+04
0.8226,3.52e+04
0.8276,3.53e+04
0.83260000000000001,3.54e+04
0.83750000000000002,3.55e+04
0.84250000000000003,3.56e+04
0.84750000000000003,3.57e+04
0.85250000000000004,3.58e+04
0.85750000000000004,3.58e+04
0.86250000000000004,3.59e+04
0.86750000000000005,3.60e+04
0.87250000000000005,3.61e+04
0.87749999999999995,3.62e+04
0.88419999999999999,3.63e+04
0.88749999999999996,3.64e+04
0.89249999999999996,3.64e+04
0.89749999999999996,3.65e+04
0.90249999999999997,3.66e+04
0.90739999999999998,3.67e+04
