16.40	7.9590	9.79600E+3
16.50	7.9773	9.79600E+3
16.60	7.9947	9.79700E+3
16.70	8.0122	9.79900E+3
16.80	8.0289	9.80100E+3
16.90	8.0471	9.80200E+3
17.00	8.0638	9.80200E+3
17.10	8.0810	9.80300E+3
17.20	8.0977	9.80300E+3
17.30	8.1156	9.80400E+3
17.40	8.1327	9.80400E+3
17.50	8.1498	9.80500E+3
17.60	8.1669	9.80500E+3
17.70	8.1835	9.80500E+3
17.80	8.2010	9.80700E+3
17.90	8.2187	9.80900E+3
18.00	8.2362	9.81200E+3
18.10	8.2537	9.81200E+3
18.20	8.2713	9.81100E+3
18.30	8.2884	9.81000E+3
18.40	8.3061	9.81200E+3
18.50	8.3232	9.81300E+3
18.60	8.3398	9.81300E+3
18.70	8.3573	9.81300E+3
18.80	8.3745	9.81400E+3
18.90	8.3922	9.81600E+3
19.00	8.4089	9.81600E+3
19.10	8.4263	9.81800E+3
19.20	8.4434	9.81900E+3
19.30	8.4605	9.81800E+3
19.40	8.4776	9.81900E+3
19.50	8.4951	9.82000E+3
19.60	8.5123	9.82000E+3
19.70	8.5295	9.82100E+3
19.80	8.5474	9.81900E+3
19.90	8.5646	9.81900E+3
20.00	8.5817	9.82000E+3
20.10	8.5988	9.82000E+3
20.20	8.6163	9.81900E+3
20.30	8.6338	9.81700E+3
